;Id;DistrictId;Rooms;Square;LifeSquare;KitchenSquare;Floor;HouseFloor;HouseYear;Ecology_1;Ecology_2;Ecology_3;Social_1;Social_2;Social_3;Healthcare_1;Helthcare_2;Shops_1;Shops_2;Price
5604;4449;3;2,0;57,385037106432584;33,72755100197917;9,0;6;17,0;1985;0,050900058;B;B;43;10621;1;30,0;2;3;B;200070,67589820208
4460;15214;9;2,0;48,660775645216255;47,194554517152845;1,0;3;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;147480,9215186932
4349;15487;128;3,0;75,64494777695356;47,83729982022323;10,0;17;17,0;1992;0,0;B;B;27;4798;0;30,0;2;8;B;299475,8818395533
2528;9376;9;2,0;61,794365186980464;35,80444568534862;10,0;8;14,0;1995;0,161531741;B;B;25;5648;1;30,0;2;4;B;198615,0204305936
7894;13056;9;1,0;42,341355833534585;30,928076795745028;8,0;12;18,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;130897,37333500489
4461;3467;93;1,0;40,08551905410747;22,805225947260443;8,0;8;12,0;1983;0,050900058;B;B;43;10621;1;30,0;2;3;B;148028,72239954048
8735;3490;9;2,0;52,215316049615495;34,660533771042374;8,0;11;14,0;1992;0,161531741;B;B;25;5648;1;30,0;2;4;B;193535,13576444352
3962;9652;93;1,0;35,82672698498158;19,03520753607064;7,0;4;9,0;1978;0,050900058;B;B;43;10621;1;30,0;2;3;B;139765,04261841555
8485;13864;3;2,0;59,57258234302772;33,555732171014746;10,0;3;17,0;1985;0,050900058;B;B;43;10621;1;30,0;2;3;B;235364,2842860433
5035;8025;9;1,0;42,552885634424136;30,928076795745028;1,0;15;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;142654,4458964326
2042;2619;3;2,0;54,88212616146586;32,72405564129481;9,0;4;16,0;1983;0,050900058;B;B;43;10621;1;30,0;2;3;B;203727,2572163929
4096;2589;9;3,0;76,08138991918341;49,38794859036171;10,0;10;14,0;1995;0,161531741;B;B;25;5648;1;30,0;2;4;B;276552,4131168928
5274;10108;9;2,0;65,80121154108821;42,71557131312499;8,0;2;14,0;1997;0,161531741;B;B;25;5648;1;30,0;2;4;B;211913,69669020807
6438;9400;3;3,0;65,1172141378549;43,052044357107974;10,0;1;12,0;1976;0,050900058;B;B;43;10621;1;30,0;2;3;B;229847,41319314946
6430;15266;9;1,0;46,64466371052094;22,95100836013141;8,0;9;14,0;1997;0,161531741;B;B;25;5648;1;30,0;2;4;B;137106,28654171937
5709;9502;9;1,0;44,745677906643;2,4732177030124207;1,0;7;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;135117,41996805268
1175;3527;9;1,0;72,03539570333537;2,35899218991184;1,0;5;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;191744,61540830298
2320;3530;9;3,0;73,01125384224548;47,252696014612;9,0;6;10,0;1993;0,161531741;B;B;25;5648;1;30,0;2;4;B;249049,75906913079
3159;15413;93;3,0;78,26453604633366;41,65571364710964;11,0;7;24,0;2012;0,050900058;B;B;43;10621;1;30,0;2;3;B;311756,18582742626
904;15409;128;2,0;65,71878455533172;54,64574106551241;1,0;4;3,0;1977;0,0;B;B;27;4798;0;30,0;2;8;B;172350,8675202735
7271;3765;3;1,0;34,27771252635243;17,010337809998706;6,0;13;12,0;1971;0,050900058;B;B;43;10621;1;30,0;2;3;B;148583,3735917068
848;3569;3;1,0;55,964925244153775;22,27949610047034;14,0;4;22,0;2015;0,050900058;B;B;43;10621;1;30,0;2;3;B;133042,26580430495
1593;9418;9;2,0;66,94246937877189;5,948863606231632;1,0;5;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;183976,84002108505
4466;9323;3;3,0;68,31797365985615;44,60859381067411;10,0;3;12,0;1973;0,050900058;B;B;43;10621;1;30,0;2;3;B;238603,972367964
5580;3890;3;2,0;46,797866511331215;31,339355878504147;6,0;5;5,0;1963;0,050900058;B;B;43;10621;1;30,0;2;3;B;161778,43262582144
7821;2899;9;2,0;55,707042757303384;30,09428879912779;8,0;5;14,0;1995;0,161531741;B;B;25;5648;1;30,0;2;4;B;173282,95890095306
6625;3367;3;3,0;101,86270148534588;99,9700653056528;11,0;7;15,0;2013;0,050900058;B;B;43;10621;1;30,0;2;3;B;225202,09964483816
9046;15849;3;3,0;74,47822511249323;47,53915801013631;10,0;8;17,0;1984;0,050900058;B;B;43;10621;1;30,0;2;3;B;76652,04120748582
6740;4802;9;3,0;102,05696818897208;105,27233516283262;10,0;2;17,0;2014;0,161531741;B;B;25;5648;1;30,0;2;4;B;136963,32342470606
515;2450;128;1,0;40,81115291786865;21,827231226547127;7,0;15;17,0;2003;0,0;B;B;27;4798;0;30,0;2;8;B;225505,09714539364
2604;4756;9;1,0;42,31639406570449;22,58776028766353;10,0;22;22,0;1995;0,161531741;B;B;25;5648;1;30,0;2;4;B;87752,10759829
5257;2483;128;1,0;39,519586898448146;21,836835242268176;7,0;18;17,0;1991;0,0;B;B;27;4798;0;30,0;2;8;B;171087,84987511788
5190;8887;128;2,0;55,410051074772966;30,245471686365512;8,0;17;17,0;1992;0,0;B;B;27;4798;0;30,0;2;8;B;264622,7392289822
6274;4708;9;2,0;55,73622332036921;28,8360308178538;9,0;15;15,0;2008;0,161531741;B;B;25;5648;1;30,0;2;4;B;195960,29534486195
7737;15811;9;2,0;87,4763683684313;54,64574106551241;1,0;7;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;239740,1144661136
2847;4833;3;2,0;49,11940562542876;29,16806157268465;7,0;8;12,0;1976;0,050900058;B;B;43;10621;1;30,0;2;3;B;184778,9331839191
8464;9091;9;1,0;46,151442269317066;43,3355928630229;1,0;4;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;125032,71581416912
9659;8933;9;1,0;50,56718196231266;45,60335330165459;1,0;1;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;144534,04603246535
2016;8790;9;3,0;76,23354525238423;47,06749351685433;9,0;4;17,0;1996;0,161531741;B;B;25;5648;1;30,0;2;4;B;266056,176929213
2155;8793;9;1,0;45,114083091313184;44,06053172280329;1,0;4;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;122173,24341749471
2436;14775;9;2,0;52,31947587163667;30,75710353869859;8,0;12;14,0;1998;0,161531741;B;B;25;5648;1;30,0;2;4;B;201524,56851770048
1545;4844;9;2,0;64,1392621393541;54,64574106551241;1,0;12;18,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;182427,13244579488
5879;3900;9;2,0;66,2692376321695;5,596314775838232;1,0;5;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;176781,70743685262
3434;3887;128;1,0;45,75555194945782;21,783347511871362;8,0;13;14,0;1995;0,0;B;B;27;4798;0;30,0;2;8;B;172840,67528796685
897;3383;9;2,0;68,32894614956378;54,64574106551241;1,0;13;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;203904,52879105852
7857;3816;9;1,0;42,24501043678736;18,741346248086764;8,0;9;17,0;2009;0,161531741;B;B;25;5648;1;30,0;2;4;B;159671,4704382679
7740;3815;9;1,0;42,754835514263135;30,928076795745028;1,0;15;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;139025,78503488025
3925;15763;9;2,0;55,11312272424382;31,560579550531894;11,0;11;14,0;2000;0,161531741;B;B;25;5648;1;30,0;2;4;B;227091,19077658988
3446;15249;9;3,0;77,43716066600409;49,675464357857436;9,0;11;17,0;1989;0,161531741;B;B;25;5648;1;30,0;2;4;B;252808,384278877
2059;12101;93;2,0;64,73915833315522;33,81090110703202;11,0;14;22,0;2016;0,050900058;B;B;43;10621;1;30,0;2;3;B;170511,22057756878
4024;169;9;1,0;44,71601458383523;40,19894515260809;1,0;7;18,0;2017;0,161531741;B;B;25;5648;1;30,0;2;4;B;122496,9471607992
4165;177;9;3,0;82,75809027150198;81,39226789903226;1,0;11;18,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;237213,09187262665
3592;12155;128;2,0;62,535522711732256;36,287340207349246;10,0;15;17,0;1992;0,0;B;B;27;4798;0;30,0;2;8;B;236999,6274144132
2695;13994;9;2,0;66,96576910153361;54,64574106551241;1,0;3;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;185325,8653495347
7900;12151;9;1,0;41,534094372509365;21,53678675863087;8,0;2;14,0;1993;0,161531741;B;B;25;5648;1;30,0;2;4;B;150805,57047751689
9433;11778;128;2,0;51,884278899145215;33,048339957790816;8,0;9;12,0;1994;0,0;B;B;27;4798;0;30,0;2;8;B;253856,0711327471
6371;16682;3;1,0;39,41740524570073;21,9266086792025;7,0;10;17,0;2007;0,050900058;B;B;43;10621;1;30,0;2;3;B;182961,04608445466
9558;11785;93;1,0;44,42044809237588;23,56605280325513;8,0;15;16,0;2004;0,050900058;B;B;43;10621;1;30,0;2;3;B;150409,46474351196
5624;7558;9;3,0;80,2881356694835;1,2970302250181545;1,0;14;18,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;254966,79811189428
4190;13696;3;1,0;29,25176900073683;15,750582994825239;6,0;9;12,0;1975;0,050900058;B;B;43;10621;1;30,0;2;3;B;144673,3130030265
3807;7593;9;3,0;71,43639432415387;45,0540364753687;9,0;9;14,0;1995;0,161531741;B;B;25;5648;1;30,0;2;4;B;252480,40009833747
651;6988;9;2,0;60,04346001848892;54,64574106551241;1,0;14;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;192484,74357372453
2550;16664;9;3,0;65,6887569262101;40,91489734323087;8,0;15;14,0;1997;0,161531741;B;B;25;5648;1;30,0;2;4;B;227554,01693050613
5532;13903;9;2,0;56,25872978113475;32,79451764686881;8,0;9;14,0;1991;0,161531741;B;B;25;5648;1;30,0;2;4;B;182107,8645990333
9040;7027;128;2,0;54,90161703439738;34,75362913323185;8,0;7;14,0;1994;0,0;B;B;27;4798;0;30,0;2;8;B;213343,6886695325
2965;258;9;2,0;65,71216909861322;54,64574106551241;1,0;9;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;207533,35266253568
89;11902;128;2,0;52,08218293973108;34,01705745296253;8,0;7;17,0;1994;0,0;B;B;27;4798;0;30,0;2;8;B;243824,7929712899
2471;12098;9;3,0;79,35225562313792;52,26192246645988;1,0;9;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;232255,10548064034
228;7682;9;3,0;79,8304393653747;48,26503036322548;10,0;5;14,0;1993;0,161531741;B;B;25;5648;1;30,0;2;4;B;246800,15531296981
2879;7035;9;1,0;43,591764157150735;30,928076795745028;1,0;6;18,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;129277,64144509476
5861;13515;93;1,0;38,07384989603194;18,856918262192004;10,0;12;17,0;2003;0,050900058;B;B;43;10621;1;30,0;2;3;B;147209,67485552112
2386;6444;93;2,0;63,333703660878676;33,79467170829524;10,0;4;16,0;2014;0,050900058;B;B;43;10621;1;30,0;2;3;B;146350,79671894832
4738;8018;3;3,0;123,45676866099636;61,48816013459994;17,0;15;15,0;2014;0,050900058;B;B;43;10621;1;30,0;2;3;B;259439,4356178352
3348;12012;9;1,0;43,09179112275217;22,253337244131856;8,0;7;14,0;1996;0,161531741;B;B;25;5648;1;30,0;2;4;B;136401,72564617128
8422;7328;9;2,0;55,55912307797156;32,45540201672913;8,0;10;14,0;1992;0,161531741;B;B;25;5648;1;30,0;2;4;B;195274,4340714704
8296;173;9;2,0;55,4541447157544;30,745571330803088;9,0;6;15,0;2009;0,161531741;B;B;25;5648;1;30,0;2;4;B;198986,21590077772
8601;467;9;2,0;45,924840074034634;2,907492578376484;1,0;10;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;124016,66729397864
2482;465;3;1,0;29,72186611091766;18,39180385810284;5,0;6;12,0;1977;0,050900058;B;B;43;10621;1;30,0;2;3;B;143442,03363391658
3193;898;93;1,0;47,56444337054507;23,574422811627468;13,0;9;24,0;2012;0,050900058;B;B;43;10621;1;30,0;2;3;B;199556,86590520246
6857;7534;3;1,0;40,37820701971048;23,802593316244234;8,0;14;16,0;1984;0,050900058;B;B;43;10621;1;30,0;2;3;B;171077,42305051652
5506;6435;9;1,0;46,42753538777863;30,928076795745028;1,0;7;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;131103,95868460345
9233;16598;9;1,0;51,90815605471606;30,928076795745028;1,0;3;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;154174,83665796314
3414;13547;9;3,0;67,86098828109249;41,481205576467644;9,0;6;12,0;2010;0,161531741;B;B;25;5648;1;30,0;2;4;B;176317,04455362426
2270;16451;128;3,0;74,53842950574679;45,79068154112514;10,0;13;17,0;1977;0,0;B;B;27;4798;0;30,0;2;8;B;215723,70837090164
332;6437;93;1,0;41,465929871645216;24,119405647589346;8,0;2;12,0;1982;0,050900058;B;B;43;10621;1;30,0;2;3;B;139769,8887951982
6022;7140;9;1,0;43,447231083673465;24,857355872525392;8,0;13;14,0;1990;0,161531741;B;B;25;5648;1;30,0;2;4;B;143859,32663793967
8005;13724;9;1,0;41,96379453107761;30,928076795745028;1,0;11;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;137527,48705925228
1354;457;3;3,0;76,29975803092539;44,55758861267621;10,0;4;17,0;1983;0,050900058;B;B;43;10621;1;30,0;2;3;B;246071,30116498808
5685;11722;3;3,0;66,6389928524714;41,72898307168357;8,0;3;9,0;1977;0,050900058;B;B;43;10621;1;30,0;2;3;B;162222,29507998365
2105;3854;3;2,0;44,85978874432604;32,57201397789549;6,0;3;5,0;1965;0,050900058;B;B;43;10621;1;30,0;2;3;B;151353,30070655813
5296;12809;3;3,0;71,49275932590528;47,71828623658527;10,0;9;17,0;1983;0,050900058;B;B;43;10621;1;30,0;2;3;B;91098,21450668793
5078;7831;128;1,0;40,60204360481495;25,791272165050305;8,0;16;14,0;1992;0,0;B;B;27;4798;0;30,0;2;8;B;85910,68526152098
8901;14276;128;3,0;81,74094383674156;51,205032683998105;8,0;15;14,0;1993;0,0;B;B;27;4798;0;30,0;2;8;B;313758,0665927413
3534;581;128;2,0;55,023396753591406;33,28456996536558;9,0;12;17,0;1990;0,0;B;B;27;4798;0;30,0;2;8;B;264144,7308436584
669;13622;128;2,0;69,65246025379267;38,62919988354351;10,0;2;17,0;2004;0,0;B;B;27;4798;0;30,0;2;8;B;354499,5466197492
800;6755;3;2,0;46,565247263912326;29,631152011995713;5,0;11;6,0;1971;0,050900058;B;B;43;10621;1;30,0;2;3;B;167290,46926342224
8530;11922;9;2,0;56,027639178975704;31,60037232983904;8,0;6;14,0;1989;0,161531741;B;B;25;5648;1;30,0;2;4;B;176248,38423428638
2779;7731;9;3,0;78,60835962621417;44,965487144532354;10,0;8;17,0;1991;0,161531741;B;B;25;5648;1;30,0;2;4;B;277818,38959196623
2475;9585;128;3,0;78,38450259794537;48,670993945317925;10,0;17;17,0;1993;0,0;B;B;27;4798;0;30,0;2;8;B;312926,6900570367
3020;8452;93;1,0;39,45827269593683;19,674890314503504;10,0;5;21,0;2013;0,050900058;B;B;43;10621;1;30,0;2;3;B;137045,06462433076
3396;14069;9;1,0;41,69284737099585;23,81359851507544;7,0;18;17,0;1997;0,161531741;B;B;25;5648;1;30,0;2;4;B;125313,44131129506
8529;11647;9;1,0;44,13140914680462;30,928076795745028;1,0;14;18,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;138202,24082656793
2872;10253;9;3,0;78,56566366572414;74,61615850283711;1,0;4;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;227573,48848082495
8374;14906;9;1,0;41,76807176805581;30,928076795745028;1,0;17;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;139635,08262448345
363;15751;9;1,0;44,17179277100629;1,2518457683823592;1,0;11;18,0;2017;0,161531741;B;B;25;5648;1;30,0;2;4;B;134910,71558758087
7845;12646;9;3,0;80,3705565763139;52,26192246645988;1,0;11;18,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;228906,01163297746
7991;10298;128;2,0;50,829511316226046;30,33620127144755;8,0;3;14,0;1992;0,0;B;B;27;4798;0;30,0;2;8;B;227145,57418348608
1767;4571;128;3,0;72,40583519472581;45,348194589518755;10,0;14;17,0;1992;0,0;B;B;27;4798;0;30,0;2;8;B;338855,232637349
2562;8978;9;2,0;55,76006245233498;31,15167939802818;9,0;9;15,0;2010;0,161531741;B;B;25;5648;1;30,0;2;4;B;208690,31624196807
7177;16418;9;2,0;77,69953552967476;54,64574106551241;1,0;4;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;228956,20490209232
2303;8983;9;2,0;55,892716215451095;32,25876452243268;9,0;4;17,0;2011;0,161531741;B;B;25;5648;1;30,0;2;4;B;206198,281666216
6916;13782;128;2,0;58,524872247212784;33,33441621773118;10,0;15;22,0;1995;0,0;B;B;27;4798;0;30,0;2;8;B;247498,58142566078
4492;12075;9;2,0;69,39981793743347;54,64574106551241;1,0;7;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;184267,99732080448
7442;7207;128;3,0;79,15133808283426;47,03514241530527;13,0;17;17,0;2005;0,0;B;B;27;4798;0;30,0;2;8;B;438480,13257619273
1975;7861;128;1,0;45,71116213076868;44,82443567099551;0,0;3;3,0;2016;0,0;B;B;27;4798;0;30,0;2;8;B;122650,94908721955
4262;28;9;2,0;604,7059719500998;54,64574106551241;1,0;17;18,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;187717,24253776766
6135;7300;9;2,0;49,042670182664004;30,406019472774897;7,0;7;12,0;2010;0,161531741;B;B;25;5648;1;30,0;2;4;B;201543,1425939153
9503;6503;9;2,0;58,53779369228611;33,016067773736246;10,0;14;14,0;1996;0,161531741;B;B;25;5648;1;30,0;2;4;B;221585,66256748146
7525;6520;128;3,0;83,41183817228246;50,08045400798114;8,0;8;14,0;1995;0,0;B;B;27;4798;0;30,0;2;8;B;331897,5199539395
6178;740;9;2,0;66,54212447478864;3,4356818383877195;1,0;2;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;181423,63387461816
9385;13803;9;3,0;73,759089460445;45,4800025753525;10,0;6;17,0;1994;0,161531741;B;B;25;5648;1;30,0;2;4;B;246709,4288031471
9190;724;9;1,0;39,43435022061821;22,228176373701135;8,0;12;14,0;1994;0,161531741;B;B;25;5648;1;30,0;2;4;B;140960,9741192203
6385;11466;128;1,0;42,180392136280425;21,467685803522087;8,0;13;14,0;1993;0,0;B;B;27;4798;0;30,0;2;8;B;175857,10154612723
9239;14100;93;1,0;39,45819042471781;21,630223558712746;8,0;9;17,0;1985;0,050900058;B;B;43;10621;1;30,0;2;3;B;130416,07318200007
9425;7270;9;3,0;83,13520891893835;50,899767473366396;8,0;4;14,0;1992;0,161531741;B;B;25;5648;1;30,0;2;4;B;236574,58721375122
5727;7445;93;1,0;40,81826015974492;15,424144648202416;9,0;14;22,0;2014;0,050900058;B;B;43;10621;1;30,0;2;3;B;159229,8249559679
3201;16514;128;3,0;74,97657181327205;49,35558881911789;10,0;2;17,0;1992;0,0;B;B;27;4798;0;30,0;2;8;B;302428,2814113376
9805;7238;9;2,0;63,64047981818411;58,1492426606838;1,0;3;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;183697,03189632032
7356;7711;9;3,0;83,85948828897206;52,26192246645988;1,0;16;18,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;240832,72350779324
431;6629;3;1,0;25,761151334750853;15,614058350655586;5,0;4;9,0;1976;0,050900058;B;B;43;10621;1;30,0;2;3;B;102046,20534552867
6932;16539;9;3,0;73,63991801520156;5,565902848324001;1,0;5;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;220109,38742650495
405;649;3;1,0;41,27079389480479;21,271678734758492;9,0;1;14,0;1976;0,050900058;B;B;43;10621;1;30,0;2;3;B;133188,8183333017
1847;13774;9;2,0;54,8495052963731;31,033739655162506;9,0;7;15,0;2009;0,161531741;B;B;25;5648;1;30,0;2;4;B;210993,9670615708
2745;9509;9;2,0;60,900177745722225;57,196914423384726;1,0;2;11,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;166221,47021029654
1889;6475;3;2,0;56,85975425872582;34,81657162461565;9,0;13;12,0;1973;0,050900058;B;B;43;10621;1;30,0;2;3;B;185203,26749262545
5887;3629;9;2,0;60,82080573824594;54,64574106551241;1,0;7;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;185338,85119574168
4732;16017;93;1,0;33,40029358714006;19,70113498477317;6,0;2;9,0;1978;0,050900058;B;B;43;10621;1;30,0;2;3;B;124346,85246518813
8454;1969;128;3,0;79,29561277485631;43,159606915795095;11,0;13;12,0;2005;0,0;B;B;27;4798;0;30,0;2;8;B;368588,15090639674
7625;10744;9;2,0;58,30728455636191;31,697889743463396;8,0;5;14,0;1993;0,161531741;B;B;25;5648;1;30,0;2;4;B;189032,18374533387
5371;10767;9;1,0;43,92158373489335;43,57444403519239;1,0;11;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;133531,88616510466
6319;1621;9;1,0;39,6300820955485;22,00613861146132;8,0;8;14,0;1990;0,161531741;B;B;25;5648;1;30,0;2;4;B;127641,21306464972
4975;14606;9;2,0;80,32885920456471;54,64574106551241;1,0;4;1,0;1977;0,161531741;B;B;25;5648;1;30,0;2;4;B;231908,27808894985
