DistrictId,Rooms,Square,KitchenSquare,Floor,HouseFloor,Ecology_1,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Ecology_2_A,Ecology_2_B,Ecology_3_A,Ecology_3_B,Shops_2_A,Shops_2_B,Price
36,1,34.77615971424928,6,3,5,0.08761909,8,1497,5,1,0,0,1,0,1,0,1,146948.2777833846
27,1,27.181473393128826,8,10,25,0.072157581,2,629,1,0,0,0,1,0,1,1,0,75170.81310744087
1,1,54.30772660749664,1,4,1,0.007122317,1,264,0,0,1,0,1,0,1,0,1,170313.28886098106
38,1,43.219960950016954,9,18,24,0.060753049,15,2787,2,0,7,0,1,0,1,0,1,234749.3645397998
40,2,47.689375799813824,5,4,5,0.210473241,11,2398,2,3,0,0,1,0,1,0,1,202813.91551865923
41,1,38.80938323191072,8,1,17,0.036122292,24,4378,0,1,1,0,1,0,1,0,1,178673.3604580136
43,2,59.31505911389149,9,10,8,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,482683.575791407
44,1,42.44342026072204,8,7,16,0.122190486,25,4724,2,1,3,0,1,0,1,0,1,200662.0249986175
7,3,77.72796098096288,10,10,17,0.130617806,39,10418,9,1,9,0,1,0,1,0,1,329629.7672826733
1,2,62.37532900077915,0,22,22,0.007122317,1,264,0,0,1,0,1,0,1,0,1,211485.16688336481
11,2,48.19731622221072,5,3,14,0.038692987000000005,28,6533,1,2,5,0,1,0,1,0,1,182214.41703176303
32,2,50.40178499286143,5,6,5,0.135649789,46,7960,6,3,11,0,1,0,1,0,1,196684.31604037675
30,2,65.77374873408465,1,8,17,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,207248.37051977933
46,2,60.25721241561864,9,18,22,0.188783766,31,6137,4,0,1,0,1,0,1,0,1,275398.3300611451
47,2,56.922116009244824,8,13,16,0.101872465,23,4583,3,3,3,0,1,0,1,0,1,254013.43464408853
22,2,60.80775300986804,7,5,5,0.118537385,30,6207,1,1,0,0,1,0,1,0,1,239854.9676695325
49,3,64.4379304172484,8,2,12,0.020741326,24,5613,5,2,5,0,1,0,1,0,1,281535.57812150376
34,4,93.90499401834072,1,14,1,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,367368.95451562654
50,2,39.43535081853332,7,9,9,0.007658515,35,7077,56,3,19,0,1,0,1,0,1,283877.6171417454
46,3,64.66065396006914,8,7,9,0.0,47,11319,0,3,5,0,1,0,1,0,1,285774.65064218943
1,2,52.10079975526421,1,14,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,202015.10164169315
52,3,64.09893720767366,6,9,9,0.371148999,34,7065,1,2,5,0,1,0,1,0,1,215410.66741128554
30,1,40.604963543636025,1,13,17,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,133031.58726544262
54,3,120.89073090976008,1,7,1,0.006076152,30,5285,0,6,6,0,1,0,1,0,1,621002.9126791923
1,1,46.45137055929795,10,13,20,0.007122317,1,264,0,0,1,0,1,0,1,0,1,124819.13986937793
39,4,68.98646269655234,6,4,9,0.428825818,25,5011,8,0,2,0,1,0,1,0,1,228788.56640816698
34,3,81.31118405697569,10,12,17,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,324778.032160198
57,2,52.957022701817635,9,13,12,0.13321533300000002,49,11395,3,3,4,0,1,0,1,1,0,206874.91636315023
46,3,87.49937721155042,12,4,5,0.150817539,16,3433,4,4,5,0,1,0,1,0,1,122846.81583195207
6,1,41.784834893403094,10,12,17,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,141510.63997114572
58,1,40.65591143243998,9,5,16,0.050755569,24,5469,1,0,1,0,1,0,1,0,1,184379.76747038247
27,2,63.85039967723234,9,8,14,0.072157581,2,629,1,0,0,0,1,0,1,1,0,107666.8462054124
56,2,51.542976385197974,8,10,17,0.0,23,5067,4,2,6,0,1,0,1,0,1,321543.4781949109
7,3,77.19754535969173,9,3,16,0.130617806,39,10418,9,1,9,0,1,0,1,0,1,129867.09921333824
23,1,43.98698369610448,1,3,17,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,102866.52140420604
6,2,67.98411237563596,0,8,17,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,191935.1651746536
20,1,32.7389453542636,5,5,9,0.019508796,37,7687,11,5,5,0,1,0,1,0,1,176739.17411946208
34,3,79.13055006431273,12,25,23,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,405231.6008229453
15,3,58.48641545523364,6,2,5,0.158249043,21,5731,0,1,0,0,1,0,1,0,1,176869.36985439438
60,1,34.49103927962153,6,6,5,0.341071945,27,5664,48,3,11,0,1,0,1,0,1,154170.21903409413
1,1,42.808104529010855,1,18,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,135805.18159021332
27,2,53.459640796983145,9,7,10,0.041116354,53,14892,4,1,4,0,1,0,1,0,1,237139.2511878225
13,3,84.33921077980708,8,2,9,0.090799103,74,19083,2,5,15,0,1,0,1,0,1,307321.56695886544
30,3,85.94705659960401,1,16,22,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,222992.58182350808
61,2,46.54589006108038,6,1,9,0.300322518,52,10311,6,1,9,0,1,0,1,0,1,239552.3278671116
8,1,42.0126943974842,8,5,14,0.458174486,26,4439,1,1,5,0,1,1,0,0,1,194684.33939886765
62,2,67.6776032795015,1,11,16,0.072157581,2,629,1,0,0,0,1,0,1,1,0,159654.0583783081
30,3,75.52109406834799,8,3,5,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,367865.70044239674
44,1,32.74951291780701,5,2,5,0.036122292,24,4378,0,1,1,0,1,0,1,0,1,147375.1634993896
18,1,39.24758617410917,8,14,17,0.0,30,5562,0,0,5,0,1,0,1,1,0,128479.27162440734
65,3,72.2289756794845,7,4,8,0.081943463,20,2738,20,1,4,0,1,0,1,0,1,487300.56135054975
66,1,29.040590158941043,7,6,9,0.161975568,31,7010,5,3,7,0,1,1,0,0,1,211889.9429018218
68,3,67.41622951764275,6,8,12,0.0,33,7425,1,2,5,0,1,0,1,0,1,325093.4850644625
27,3,80.40254937363919,0,11,17,0.072157581,2,629,1,0,0,0,1,0,1,1,0,291416.11323588714
58,1,38.16133498672135,9,2,10,0.31019913,11,2748,1,0,0,0,1,0,1,0,1,135092.1473814451
61,2,58.47188520270506,10,12,22,0.300322518,52,10311,6,1,9,0,1,0,1,0,1,295263.32551989466
71,1,40.33798661072887,8,5,12,0.407276235,9,1768,0,0,0,1,0,0,1,1,0,125817.70945460867
46,1,32.37395088841864,6,10,12,0.0,47,11319,0,3,5,0,1,0,1,0,1,167457.38256865845
20,2,54.57386125695199,11,10,16,0.019508796,37,7687,11,5,5,0,1,0,1,0,1,371472.13026920654
9,1,44.71601458383523,1,7,18,0.161531741,25,5648,1,2,4,0,1,0,1,0,1,122496.9471607992
9,2,55.4541447157544,9,6,15,0.161531741,25,5648,1,2,4,0,1,0,1,0,1,198986.21590077772
23,2,58.692132931238426,1,16,17,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,184501.01122512695
72,2,52.1923423359729,6,10,9,0.210473241,11,2398,2,3,0,0,1,0,1,0,1,240359.48051193322
9,3,82.75809027150198,1,11,18,0.161531741,25,5648,1,2,4,0,1,0,1,0,1,237213.09187262665
23,1,43.661677645840825,1,14,17,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,111587.84788012091
11,2,42.288293591239174,6,11,12,0.038692987000000005,28,6533,1,2,5,0,1,0,1,0,1,202485.93464365232
23,1,56.78670930849335,0,3,0,0.014072961,2,475,0,0,0,0,1,0,1,0,1,107003.35186461164
1,1,41.920816172764155,0,9,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,131872.05193154735
47,1,42.647175607562644,9,15,14,0.298204575,16,4048,3,1,3,0,1,0,1,0,1,159892.46366837356
36,3,81.99479026880738,10,2,22,0.08761909,8,1497,5,1,0,0,1,0,1,0,1,481360.3607276174
23,1,40.089322013825885,15,19,17,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1,81258.05703492103
76,2,53.20892225908432,9,13,16,0.0,7,1660,39,1,5,0,1,0,1,0,1,305406.3862085355
1,3,63.86781328025477,6,6,12,0.036270089,6,1318,1,1,1,0,1,0,1,0,1,180638.60246640933
74,2,72.09946240599034,1,2,17,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,248637.2700533616
33,4,101.55425152771707,9,4,5,0.051942062,17,4017,7,2,0,0,1,0,1,0,1,82342.77587335401
6,3,78.68911711283644,1,10,17,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,218209.50164159152
78,2,62.80742240631326,10,2,14,0.092290642,21,4346,2,1,2,0,1,0,1,0,1,287786.52151567873
27,1,41.33773335145703,10,15,17,0.011654127,4,915,0,0,0,0,1,0,1,0,1,119443.81491869115
27,1,49.952621296986315,1,2,1,0.051815435,5,1227,0,0,0,0,1,0,1,0,1,101734.46222325119
62,1,41.784655614643306,0,11,17,0.072157581,2,629,1,0,0,0,1,0,1,1,0,135341.37239143034
27,1,47.929850917794965,0,11,0,0.017647053,2,469,0,0,0,0,1,0,1,0,1,144180.48055095322
23,1,41.82424643419635,1,10,17,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,118652.8958650819
62,3,87.00343386565717,1,3,1,0.072157581,2,629,1,0,0,0,1,0,1,1,0,225785.8674391009
8,2,55.06075809647807,8,10,16,0.43788524,23,5735,3,0,5,0,1,0,1,0,1,166469.3651197984
57,2,47.19226661531746,6,3,12,0.13321533300000002,49,11395,3,3,4,0,1,0,1,1,0,201943.91266730663
62,2,77.47509036131942,1,6,1,0.072157581,2,629,1,0,0,0,1,0,1,1,0,183373.2422026661
82,3,70.23326747963046,7,17,16,0.037316452,32,6748,93,4,10,0,1,0,1,0,1,368586.5016250979
83,2,51.81641422567103,9,3,12,0.0077202819999999985,38,4788,2,0,4,0,1,0,1,0,1,221518.14516557023
84,2,49.42819850646502,9,14,14,0.14966637300000002,22,4789,2,4,1,0,1,0,1,0,1,288452.2107492009
85,2,47.73200889958543,5,10,9,0.037177818,52,11217,1,1,7,0,1,0,1,0,1,212448.39367790488
86,2,61.7289891595067,9,7,8,0.161975568,31,7010,5,3,7,0,1,1,0,0,1,347508.6247824859
56,3,74.57417285428761,10,3,17,0.0,23,5067,4,2,6,0,1,0,1,0,1,370848.32919812616
55,2,54.29165413230156,9,18,17,0.041365446,31,5569,0,1,4,0,1,0,1,0,1,237650.71992505807
74,1,41.35262599002567,7,10,14,0.371148999,34,7065,1,2,5,0,1,0,1,0,1,163088.78026012113
18,1,40.4898419889715,7,5,15,0.0,30,5562,0,0,5,0,1,0,1,1,0,195089.17474542235
42,2,53.23150869951581,9,10,12,0.158249043,21,5731,0,1,0,0,1,0,1,0,1,234644.061903934
87,1,39.71013090362949,8,4,17,0.100455735,43,7227,0,1,6,0,1,0,1,1,0,182126.28089908932
86,1,37.75397218026257,9,11,12,0.161975568,31,7010,5,3,7,0,1,1,0,0,1,176915.24958902274
88,5,90.76227626440685,5,1,9,0.127375905,43,8429,3,3,9,0,1,0,1,0,1,289683.93917396915
6,1,39.70591197651563,0,16,17,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,114672.76824847508
89,3,81.73663359334861,12,9,17,0.1363303,30,6141,10,3,6,0,1,0,1,0,1,579727.7478536543
36,1,39.278735379112355,10,16,22,0.08761909,8,1497,5,1,0,0,1,0,1,0,1,252965.9185109534
18,1,42.256494833298,8,15,14,0.0,30,5562,0,0,5,0,1,0,1,1,0,182814.2243611469
23,3,68.06647432931706,10,9,10,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1,128332.76824973804
58,2,79.87648570989262,1,7,9,0.43788524,23,5735,3,0,5,0,1,0,1,0,1,155549.2736296753
67,2,56.047944557797244,8,6,12,0.100455735,43,7227,0,1,6,0,1,0,1,1,0,244351.98927867712
27,1,52.29677006460333,9,3,12,0.072157581,2,629,1,0,0,0,1,0,1,1,0,140129.28331843572
90,2,42.50704505940124,6,13,12,0.265088676,37,5288,0,3,2,0,1,0,1,0,1,193286.00375273364
9,2,65.71216909861322,1,9,1,0.161531741,25,5648,1,2,4,0,1,0,1,0,1,207533.35266253568
1,2,64.28631524425036,1,10,9,0.007122317,1,264,0,0,1,0,1,0,1,0,1,256094.13809574468
1,1,48.01107477456341,1,7,24,0.007122317,1,264,0,0,1,0,1,0,1,0,1,127766.86220254474
27,2,58.4608935819749,8,16,17,0.211401214,9,1892,0,0,1,0,1,0,1,0,1,147475.06197036387
47,1,38.23094355845482,8,6,16,6.99893e-05,46,10309,1,1,16,0,1,0,1,0,1,199513.69316975863
21,3,76.70602194737765,8,3,17,0.034331497,25,5487,3,0,4,0,1,0,1,0,1,371016.42282973306
0,2,65.83276357204849,1,10,17,0.006076152,30,5285,0,6,6,0,1,0,1,0,1,158558.11756185346
1,1,53.47263141299295,1,16,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,174339.6910135817
93,1,34.72398366350746,9,6,16,0.521867054,25,6149,0,0,0,0,1,0,1,0,1,149649.08221918938
1,2,54.68041727424471,9,14,17,0.025609157,33,5261,0,3,1,0,1,0,1,0,1,237699.79183914274
1,2,61.78990219411684,1,7,20,0.007122317,1,264,0,0,1,0,1,0,1,0,1,230007.8341038368
81,2,56.98483272554534,7,2,5,0.006076152,30,5285,0,6,6,0,1,0,1,0,1,240738.13367246976
17,2,47.11040423718096,5,5,5,0.0,18,3374,5,1,2,0,1,0,1,0,1,232979.49596198343
6,1,48.079764177497346,0,12,25,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,146521.96811921374
53,3,80.52467110653927,1,12,21,0.049637257,34,7759,0,1,3,0,1,0,1,0,1,357335.86094654305
55,2,48.88441367971367,6,9,9,0.00016967599999999998,36,5992,0,1,1,0,1,0,1,0,1,188768.31181685106
11,2,55.67230114435878,8,1,5,0.00016967599999999998,36,5992,0,1,1,0,1,0,1,0,1,204758.36492548487
58,1,44.432084722102736,1,6,17,0.43788524,23,5735,3,0,5,0,1,0,1,0,1,130633.19950495733
94,2,53.196422610763534,8,10,17,0.521867054,25,6149,0,0,0,0,1,0,1,0,1,183435.84112317406
2,3,88.06932656117165,8,6,5,0.035145267,42,9292,3,0,3,0,1,0,1,0,1,323304.6149996526
67,1,45.596756100915826,1,18,22,0.0077202819999999985,38,4788,2,0,4,0,1,0,1,0,1,139360.05051450012
90,3,73.83735254295935,10,18,17,0.265088676,37,5288,0,3,2,0,1,0,1,0,1,354787.3473552374
27,2,66.78752263437445,60,14,20,0.017647053,2,469,0,0,0,0,1,0,1,0,1,179466.09423541973
31,2,106.42768607588495,32,4,40,0.151346216,32,5889,10,4,1,0,1,1,0,0,1,624549.354545952
27,3,68.59319365262235,1,12,12,0.072157581,2,629,1,0,0,0,1,0,1,1,0,209714.93980432328
39,3,68.23482426275098,11,9,12,0.428825818,25,5011,8,0,2,0,1,0,1,0,1,338046.6503102609
97,1,32.058601835523085,6,3,6,0.306977489,27,5148,14,5,7,0,1,0,1,0,1,185030.5835204246
27,1,37.55136632568485,1,11,1,0.211401214,9,1892,0,0,1,0,1,0,1,0,1,112877.82765126982
27,2,65.98029359179282,1,12,17,0.017647053,2,469,0,0,0,0,1,0,1,0,1,193790.53365495388
61,3,64.14371159020266,6,7,12,0.300322518,52,10311,6,1,9,0,1,0,1,0,1,298440.4751419708
13,1,30.946420842832122,5,4,5,0.13321533300000002,49,11395,3,3,4,0,1,0,1,1,0,137651.96566373846
6,2,58.630516721417315,1,15,17,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,175768.01373285474
1,2,64.43217158534854,0,10,20,0.007122317,1,264,0,0,1,0,1,0,1,0,1,207032.13919461262
1,2,73.9131509759341,1,9,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,245967.83796272433
94,3,69.95495477782124,8,17,16,0.282797669,33,8667,2,0,6,0,1,0,1,0,1,317621.4313824406
101,1,32.937433504549944,5,7,5,0.225824954,41,6558,7,3,2,1,0,0,1,0,1,139657.14697670072
1,1,43.313079542247934,8,13,14,0.025609157,33,5261,0,3,1,0,1,0,1,0,1,162643.29992543388
45,1,42.71330833592639,0,5,0,0.195781053,23,5212,6,3,2,0,1,0,1,0,1,282454.65735368576
37,2,46.81826256747349,6,3,9,0.127811589,28,7287,5,1,3,0,1,0,1,0,1,187373.86668165168
102,3,57.10389168346521,5,2,5,0.23861713,26,3889,6,3,6,0,1,0,1,0,1,269859.76246249967
64,3,63.36341257046213,8,3,9,0.135649789,46,7960,6,3,11,0,1,0,1,0,1,279522.7374465121
1,3,81.09785800557799,1,9,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,243193.22075681196
34,3,81.65297916244407,1,5,1,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,314648.9568059164
46,5,147.70930202776057,0,6,0,0.150817539,16,3433,4,4,5,0,1,0,1,0,1,352168.9559750737
6,1,38.795847297888265,7,5,17,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,107968.54933165963
103,4,100.50140922938893,10,3,14,0.014423114,19,3806,4,0,3,0,1,0,1,0,1,593618.746095871
27,3,87.28637498985964,1,2,12,0.017647053,2,469,0,0,0,0,1,0,1,0,1,220712.3961843784
52,1,33.481414369667576,6,10,9,0.371148999,34,7065,1,2,5,0,1,0,1,0,1,137341.5995198932
103,2,49.60034155656082,5,4,5,0.151346216,32,5889,10,4,1,0,1,1,0,0,1,197259.11486487283
53,2,45.65757968797576,6,19,17,0.049637257,34,7759,0,1,3,0,1,0,1,0,1,265516.3911452103
17,2,48.58474971007254,5,5,5,0.0,18,3374,5,1,2,0,1,0,1,0,1,230583.75964796462
94,1,40.69450745214605,9,13,14,0.282797669,33,8667,2,0,6,0,1,0,1,0,1,181706.71889366047
5,1,33.49271420216998,5,3,1,0.150817539,16,3433,4,4,5,0,1,0,1,0,1,128758.09300516301
1,1,42.76280611378013,0,12,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,141216.94851037598
57,3,87.08249238337417,10,18,22,0.13321533300000002,49,11395,3,3,4,0,1,0,1,1,0,379876.18084648025
36,1,38.48766333967215,10,11,22,0.08761909,8,1497,5,1,0,0,1,0,1,0,1,256576.01998125945
104,2,61.77178015584139,6,6,8,0.327018035,12,2270,23,1,0,0,1,0,1,0,1,368750.8464704299
10,1,41.9125075857925,8,4,16,0.089039719,33,7976,5,0,11,0,1,0,1,0,1,203626.89801302497
1,1,42.670839733157464,1,8,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,125834.27029087376
23,2,54.007172254018364,1,3,3,0.005767451,1,388,0,0,0,0,1,0,1,0,1,77794.92791208305
27,2,43.97854267911668,5,5,5,0.041116354,53,14892,4,1,4,0,1,0,1,0,1,128489.38920739366
100,1,37.75238618728905,9,11,12,0.200146802,23,3975,8,2,0,0,1,0,1,0,1,247758.87359181212
27,2,59.715761844761076,0,2,0,0.072157581,2,629,1,0,0,0,1,0,1,1,0,189331.6452634585
22,3,79.81232674779281,12,4,12,0.118537385,30,6207,1,1,0,0,1,0,1,0,1,354706.6770572269
45,1,42.367288692851375,1,16,14,0.195781053,23,5212,6,3,2,0,1,0,1,0,1,250466.98077681608
29,3,55.167397729828785,5,7,5,0.069660344,31,6119,4,1,2,0,1,0,1,0,1,223557.93480245266
6,3,76.1334930884106,0,16,17,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,218266.06008358282
6,3,82.03090333897444,0,27,25,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,211498.63762749697
23,2,57.11935370737428,1,5,1,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1,93636.19952094727
58,1,56.785538238384746,1,6,9,0.43788524,23,5735,3,0,5,0,1,0,1,0,1,110407.1403339609
23,1,41.574914703304316,1,2,1,0.014072961,2,475,0,0,0,0,1,0,1,0,1,69281.00334288288
25,2,62.265170257989276,1,20,1,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,284467.14425660076
30,1,37.59386618111414,0,3,0,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,131908.21144078881
105,2,48.60510587836389,8,13,14,0.040242764,25,3478,11,3,1,0,1,0,1,0,1,203380.67515690762
48,3,79.18187841158729,8,2,12,0.041124634,46,9515,5,1,10,0,1,0,1,0,1,140197.64841922425
95,2,68.17892106811527,11,6,5,0.341071945,27,5664,48,3,11,0,1,0,1,0,1,374737.6586536649
106,1,35.622215510884345,10,22,22,0.246031548,22,3151,4,3,3,0,1,1,0,0,1,187595.52270886328
6,1,42.397380125665606,1,4,17,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,128963.583494882
27,3,85.9684544966517,9,14,17,0.072157581,2,629,1,0,0,0,1,0,1,1,0,235475.0824203235
21,1,33.05637401578583,5,8,3,0.034331497,25,5487,3,0,4,0,1,0,1,0,1,189076.9395022684
107,3,56.679801465212535,5,9,9,0.174739084,17,3379,9,0,3,0,1,0,1,0,1,228361.0652026916
75,2,51.707209454066856,7,2,6,0.122090347,29,6566,7,4,0,0,1,0,1,0,1,235205.59198066298
27,2,62.08691755951106,1,3,22,0.211401214,9,1892,0,0,1,0,1,0,1,0,1,148406.6438237674
0,3,81.49697758963292,10,19,22,0.319809354,25,4756,16,5,8,0,1,0,1,0,1,427613.4103641615
54,3,110.11909954724285,1,8,1,0.006076152,30,5285,0,6,6,0,1,0,1,0,1,491296.2451733697
48,1,39.90759311073647,10,4,12,0.041124634,46,9515,5,1,10,0,1,0,1,0,1,229502.29060178646
52,3,84.80172585335433,1,6,17,0.371148999,34,7065,1,2,5,0,1,0,1,0,1,228688.14721028745
23,1,43.35855166541237,8,2,17,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,98079.4242137674
23,2,68.75110966478773,13,10,17,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,100955.21955562892
30,3,65.6220504234623,1,11,1,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,113751.30456122408
1,1,37.659759604411924,1,12,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,143516.11313283484
62,1,37.26658165803232,8,4,9,0.002211665,39,7614,3,1,5,0,1,0,1,1,0,182468.15245935923
8,2,44.140155766810906,6,4,14,0.219006007,28,6746,3,1,4,0,1,0,1,0,1,199066.32736043108
100,2,39.8937464099572,7,6,9,0.200146802,23,3975,8,2,0,0,1,0,1,0,1,195257.22483504808
6,2,66.00155533764014,0,11,17,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,173732.18259483034
27,2,67.85660048761633,0,12,0,0.017647053,2,469,0,0,0,0,1,0,1,0,1,184241.6076532796
21,2,47.513890603185345,5,3,5,0.194489265,47,8004,3,3,5,0,1,0,1,0,1,177568.2230160819
42,2,62.95807918499277,11,17,17,0.158249043,21,5731,0,1,0,0,1,0,1,0,1,230571.12825104297
1,2,63.181544157823836,1,16,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,200074.79649312395
63,1,58.95944726959155,1,20,18,0.23861713,26,3889,6,3,6,0,1,0,1,0,1,345310.9519535162
54,2,42.98751922630019,7,13,12,0.006076152,30,5285,0,6,6,0,1,0,1,0,1,184661.97510098547
94,3,65.84801557386422,8,5,9,0.127375905,43,8429,3,3,9,0,1,0,1,0,1,242739.8084180507
75,1,34.539033034207385,6,4,5,0.122090347,29,6566,7,4,0,0,1,0,1,0,1,140036.19806001615
109,2,46.08452641468026,6,4,10,0.1363303,30,6141,10,3,6,0,1,0,1,0,1,247187.5989650237
84,2,57.93775420368641,8,6,5,0.006076152,30,5285,0,6,6,0,1,0,1,0,1,245743.40814759798
110,1,41.586213835780704,8,4,10,0.033493708,66,10573,1,3,8,0,1,0,1,0,1,186980.31660933024
